Source,Target,Weight,Type,FrontPage,StartTime,EndTime
n222,n248,29,Directed,1,690,875
n222,n265,56,Directed,1,690,875
n222,n267,70,Directed,2,690,875
n222,n268,28,Directed,2,690,875
n222,n269,18,Directed,1,690,875
n222,n357,34,Directed,1,690,875
n222,n358,24,Directed,2,690,875
n222,n359,60,Directed,2,690,875
n222,n446,36,Directed,2,690,875
n222,n447,51,Directed,2,690,875
n222,n471,22,Directed,1,690,875
n222,n472,41,Directed,2,690,875
n222,n473,144,Directed,2,690,875
n222,n474,29,Directed,1,690,875
n222,n550,67,Directed,2,690,875
n222,n554,96,Directed,2,690,875
n222,n561,41,Directed,2,690,875
n222,n598,22,Directed,1,690,875
n222,n621,82,Directed,2,690,875
n222,n755,22,Directed,1,700,875
n222,n800,31,Directed,1,700,875
n223,n245,67,Directed,2,700,875
n223,n263,23,Directed,2,700,875
n223,n264,23,Directed,1,700,875
n223,n265,51,Directed,1,700,875
n223,n267,80,Directed,2,700,875
n223,n268,29,Directed,2,700,875
n223,n269,31,Directed,1,700,875
n223,n357,20,Directed,1,700,875
n223,n358,19,Directed,2,700,875
n223,n359,32,Directed,2,700,875
n223,n446,36,Directed,2,700,875
n223,n447,19,Directed,2,700,875
n223,n472,56,Directed,2,700,875
n223,n473,117,Directed,2,700,875
n223,n474,22,Directed,1,700,875
n223,n550,51,Directed,2,700,875
n223,n554,38,Directed,2,700,875
n223,n561,74,Directed,2,700,875
n223,n580,21,Directed,1,700,875
n223,n621,50,Directed,2,700,875
n224,n1003,18,Directed,2,700,875
n224,n225,30,Directed,1,700,875
n224,n227,51,Directed,2,700,875
n224,n228,85,Directed,2,700,875
n224,n321,80,Directed,2,700,875
n224,n322,35,Directed,2,700,875
n224,n406,29,Directed,1,700,875
n224,n457,91,Directed,2,700,875
n224,n475,18,Directed,1,700,875
n224,n477,24,Directed,2,700,875
n224,n479,37,Directed,2,700,875
n224,n660,41,Directed,2,700,875
n224,n739,61,Directed,2,700,875
n224,n802,24,Directed,2,700,875
n224,n878,125,Directed,2,700,875
n224,n966,30,Directed,2,700,875
n225,n1444,69,Directed,1,700,875
n225,n227,33,Directed,1,700,875
n225,n228,109,Directed,1,700,875
n225,n321,38,Directed,1,700,875
n225,n322,18,Directed,1,700,875
n225,n329,25,Directed,0,700,875
n225,n394,32,Directed,0,700,875
n225,n406,49,Directed,0,700,875
n225,n457,63,Directed,1,700,875
n225,n458,18,Directed,0,700,875
n225,n459,37,Directed,0,700,875
n225,n460,20,Directed,0,700,875
n225,n462,28,Directed,0,700,875
n225,n477,29,Directed,1,700,875
n225,n478,30,Directed,0,700,875
n225,n479,22,Directed,1,700,875
n225,n614,19,Directed,0,700,875
n225,n660,20,Directed,1,700,875
n225,n707,46,Directed,0,700,875
n225,n739,42,Directed,1,700,875
n225,n746,19,Directed,0,700,875
n225,n878,68,Directed,1,700,875
n226,n228,22,Directed,1,710,875
n226,n64,1,Directed,0,710,875
n227,n1227,22,Directed,2,710,875
n227,n1444,30,Directed,2,710,875
n227,n228,84,Directed,2,710,875
n227,n321,77,Directed,2,710,875
n227,n322,33,Directed,2,710,875
n227,n329,21,Directed,1,710,875
n227,n406,33,Directed,1,710,875
n227,n457,60,Directed,2,710,875
n227,n477,41,Directed,2,710,875
n227,n479,43,Directed,2,710,875
n227,n660,50,Directed,2,710,875
n227,n739,62,Directed,2,710,875
n227,n878,135,Directed,2,710,875
n227,n958,22,Directed,2,710,875
n227,n966,22,Directed,2,710,875
n228,n1003,23,Directed,2,300,1200
n228,n1012,25,Directed,2,300,1200
n228,n1013,53,Directed,1,300,1200
n228,n1084,52,Directed,2,300,1200
n228,n1227,57,Directed,2,300,1200
n228,n1444,498,Directed,2,300,1200
n228,n321,135,Directed,2,710,875
n228,n322,68,Directed,2,710,875
n228,n329,46,Directed,1,710,875
n228,n394,43,Directed,1,710,875
n228,n406,87,Directed,1,710,875
n228,n457,225,Directed,2,710,875
n228,n458,22,Directed,1,710,875
n228,n459,40,Directed,1,300,875
n228,n460,53,Directed,1,300,875
n228,n462,44,Directed,1,300,875
n228,n475,36,Directed,1,300,875
n228,n477,78,Directed,2,300,875
n228,n478,58,Directed,1,300,875
n228,n479,70,Directed,2,300,875
n228,n613,19,Directed,1,300,875
n228,n614,27,Directed,1,300,875
n228,n657,28,Directed,1,300,875
n228,n660,55,Directed,2,300,875
n228,n707,71,Directed,1,300,1200
n228,n739,180,Directed,2,300,1200
n228,n746,43,Directed,1,300,1200
n228,n802,65,Directed,2,300,1200
n228,n857,23,Directed,1,300,1200
n228,n878,287,Directed,2,300,1200
n228,n958,34,Directed,2,300,1200
n23,n109,38,Directed,0,110,1200
n23,n110,66,Directed,1,110,1200
n23,n111,29,Directed,0,110,1200
n23,n118,21,Directed,0,110,1200
n23,n142,27,Directed,1,110,1200
n23,n211,171,Directed,1,110,1200
n23,n291,64,Directed,0,110,1200
n23,n294,46,Directed,0,110,1200
n23,n310,20,Directed,0,110,1200
n23,n34,63,Directed,0,110,1200
n23,n35,64,Directed,1,110,1200
n23,n372,49,Directed,0,110,1200
n23,n386,46,Directed,0,110,1200
n23,n387,20,Directed,0,110,1200
n23,n404,26,Directed,1,110,1200
n23,n407,27,Directed,1,110,1200
n23,n408,55,Directed,0,110,1200
n23,n436,19,Directed,0,110,1200
n23,n501,24,Directed,0,110,1200
n23,n524,18,Directed,0,110,1200
n23,n599,22,Directed,0,110,1200
n23,n83,112,Directed,0,110,1200
n23,n84,54,Directed,0,110,1200
n23,n85,100,Directed,0,110,1200
n23,n86,58,Directed,0,110,1200
n23,n88,21,Directed,1,110,1200
n23,n93,124,Directed,0,110,1200
n23,n94,196,Directed,1,110,1200
n231,n258,23,Directed,0,300,1200
n231,n299,21,Directed,1,300,1200
n231,n323,20,Directed,0,300,1200
n231,n331,50,Directed,0,300,1200
n231,n376,22,Directed,1,300,1200
n231,n377,18,Directed,0,300,1200
n231,n382,68,Directed,0,300,1200
n231,n428,47,Directed,0,300,1200
n231,n429,24,Directed,0,300,1200
n231,n634,21,Directed,0,300,1200
n231,n679,23,Directed,0,300,1200
n232,n376,21,Directed,2,300,1200
n233,n1436,26,Directed,2,300,1200
n233,n302,116,Directed,2,300,1200
n233,n303,18,Directed,1,300,1200
n233,n325,45,Directed,1,300,1200
n233,n326,46,Directed,2,300,1200
n233,n327,58,Directed,1,300,1200
n233,n413,26,Directed,1,300,1200
n233,n417,52,Directed,1,300,1200
n233,n418,24,Directed,1,300,1200
n233,n438,35,Directed,1,300,1200
n233,n440,38,Directed,2,300,1200
n233,n495,20,Directed,2,300,1200
n233,n556,55,Directed,1,300,1200
n233,n567,60,Directed,2,300,1200
n233,n635,19,Directed,2,300,1200
n233,n698,48,Directed,1,300,1200
n233,n807,19,Directed,1,300,1200
n233,n875,18,Directed,1,300,1200
n234,n1098,23,Directed,1,300,1200
n234,n1457,26,Directed,1,300,1200
n234,n236,18,Directed,1,300,1200
n234,n592,24,Directed,1,300,1200
n235,n1098,18,Directed,1,300,1200
n235,n1457,101,Directed,1,300,1200
n235,n236,38,Directed,1,300,1200
n235,n239,18,Directed,0,300,1200
n235,n591,32,Directed,0,300,1200
n235,n592,60,Directed,1,300,1200
n235,n593,20,Directed,1,300,1200
n236,n1098,71,Directed,2,300,1200
n236,n1457,57,Directed,2,300,1200
n236,n591,32,Directed,1,300,1200
n236,n592,68,Directed,2,300,1200
n236,n593,56,Directed,2,300,1200
n236,n719,23,Directed,2,300,1200
n238,n1457,65,Directed,1,300,1200
n239,n1098,30,Directed,1,300,1200
n239,n1457,43,Directed,1,300,1200
n239,n591,21,Directed,0,300,1200
n239,n720,19,Directed,0,300,1200
n24,n432,19,Directed,0,110,1200
n240,n1457,20,Directed,1,300,1200
n241,n1457,51,Directed,1,300,1200
n241,n592,20,Directed,1,300,1200
n242,n1098,18,Directed,1,300,1200
n243,n245,18,Directed,1,300,1200
n243,n265,50,Directed,0,300,1200
n243,n471,21,Directed,0,300,1200
n244,n245,33,Directed,1,300,1200
n244,n248,33,Directed,0,300,1200
n244,n265,76,Directed,0,300,1200
n244,n267,19,Directed,1,300,1200
n244,n269,25,Directed,0,300,1200
n244,n309,26,Directed,0,300,1200
n244,n446,18,Directed,1,300,1200
n244,n471,26,Directed,0,300,1200
n244,n473,42,Directed,1,300,1200
n244,n474,36,Directed,0,300,1200
n244,n550,18,Directed,1,300,1200
n244,n561,18,Directed,1,300,1200
n244,n598,40,Directed,0,300,1200
n244,n748,18,Directed,0,300,1200
n244,n749,20,Directed,0,300,1200
n244,n755,39,Directed,0,300,1200
n244,n800,25,Directed,0,300,1200
n244,n818,18,Directed,0,300,1200
n245,n1062,20,Directed,1,300,1200
n245,n1130,23,Directed,1,300,1200
n245,n248,56,Directed,1,300,1200
n245,n263,20,Directed,2,300,1200
n245,n265,76,Directed,1,300,1200
n245,n267,71,Directed,2,300,1200
n245,n268,46,Directed,2,300,1200
n245,n269,22,Directed,1,300,1200
n245,n309,18,Directed,1,300,1200
n245,n357,39,Directed,1,300,1200
n245,n358,34,Directed,2,300,1200
n245,n359,76,Directed,2,300,1200
n245,n446,57,Directed,2,300,1200
n245,n447,74,Directed,2,300,1200
n245,n471,24,Directed,1,300,1200
n245,n472,43,Directed,2,300,1200
n245,n473,160,Directed,2,300,1200
n245,n474,28,Directed,1,300,1200
n245,n550,63,Directed,2,300,1200
n245,n554,81,Directed,2,300,1200
n245,n561,45,Directed,2,300,1200
n245,n598,24,Directed,1,300,1200
n245,n621,94,Directed,2,300,1200
n245,n749,20,Directed,1,300,1200
n245,n755,32,Directed,1,300,1200
n245,n800,27,Directed,1,300,1200
n247,n265,19,Directed,0,300,1200
n248,n265,47,Directed,0,300,1200
n248,n267,23,Directed,1,300,1200
n248,n309,18,Directed,0,300,1200
n248,n473,27,Directed,1,300,1200
n248,n474,20,Directed,0,300,1200
n248,n554,21,Directed,1,300,1200
n248,n621,26,Directed,1,300,1200
n248,n755,21,Directed,0,300,1200
n249,n1433,99,Directed,1,300,1200
n249,n250,24,Directed,0,300,1200
n249,n259,68,Directed,0,300,1200
n249,n338,59,Directed,0,300,1200
n249,n361,23,Directed,0,300,1200
n249,n363,28,Directed,0,300,1200
n249,n379,21,Directed,0,300,1200
n249,n385,28,Directed,0,300,1200
n249,n464,20,Directed,0,300,1200
n249,n493,38,Directed,0,300,1200
n249,n583,34,Directed,1,300,1200
n25,n431,31,Directed,1,110,1200
n25,n432,24,Directed,0,110,1200
n250,n338,50,Directed,0,300,1200
n250,n363,22,Directed,0,300,1200
n250,n378,44,Directed,1,300,1200
n250,n379,18,Directed,0,300,1200
n250,n385,27,Directed,0,300,1200
n250,n493,25,Directed,0,300,1200
n250,n583,18,Directed,1,300,1200
n250,n935,22,Directed,0,300,1200
n251,n1038,143,Directed,2,740,1200
n251,n1119,66,Directed,2,740,1200
n251,n1120,108,Directed,2,740,1200
n251,n1134,54,Directed,1,740,1200
n251,n1140,59,Directed,2,740,1200
n251,n1183,110,Directed,2,740,1200
n251,n1211,32,Directed,1,740,1200
n251,n1213,105,Directed,1,740,1200
n251,n1240,40,Directed,1,740,1200
n251,n1264,23,Directed,1,740,1200
n251,n1303,95,Directed,2,740,1200
n251,n1328,53,Directed,1,740,1200
n251,n1365,45,Directed,1,740,1200
n251,n1413,32,Directed,1,740,1200
n251,n1471,87,Directed,2,740,1200
n251,n252,781,Directed,2,300,1200
n251,n253,465,Directed,2,300,1200
n251,n254,880,Directed,2,300,1200
n251,n255,77,Directed,1,300,1200
n251,n256,388,Directed,2,300,1200
n251,n257,70,Directed,1,300,1200
n251,n340,68,Directed,1,300,1200
n251,n341,85,Directed,1,300,1200
n251,n342,206,Directed,1,740,1200
n251,n343,72,Directed,1,740,1200
n251,n345,877,Directed,2,740,1200
n251,n424,283,Directed,2,740,1200
n251,n425,259,Directed,2,740,1200
n251,n426,79,Directed,1,740,1200
n251,n427,131,Directed,1,740,1200
n251,n444,266,Directed,2,740,1200
n251,n622,185,Directed,2,740,1200
n251,n623,312,Directed,2,740,1200
n251,n636,609,Directed,2,740,1200
n251,n706,21,Directed,1,740,1200
n251,n728,470,Directed,2,740,1200
n251,n729,303,Directed,2,740,1200
n251,n806,85,Directed,1,740,1200
n251,n859,158,Directed,2,740,1200
n251,n867,254,Directed,2,740,1200
n251,n880,20,Directed,1,740,1200
n251,n892,196,Directed,2,740,1200
n251,n893,29,Directed,1,740,1200
n251,n899,392,Directed,2,740,1200
n251,n900,49,Directed,1,740,1200
n251,n904,905,Directed,2,740,1200
n251,n905,193,Directed,1,740,1200
n251,n918,19,Directed,1,740,1200
n251,n919,26,Directed,1,740,1200
n251,n934,28,Directed,1,740,1200
n251,n942,43,Directed,1,740,1200
n251,n946,36,Directed,1,740,1200
n251,n947,49,Directed,1,740,1200
n251,n953,49,Directed,1,740,1200
n251,n955,55,Directed,1,740,1200
n251,n980,67,Directed,2,740,1200
n252,n1038,23,Directed,2,750,1200
n252,n1119,21,Directed,2,750,1200
n252,n1120,25,Directed,2,750,1200
n252,n1183,31,Directed,2,750,1200
n252,n1213,23,Directed,1,750,1200
n252,n1303,38,Directed,2,750,1200
n252,n1328,18,Directed,1,750,1200
n252,n1471,399,Directed,2,750,1200
n252,n253,150,Directed,2,740,1200
n252,n254,105,Directed,2,740,1200
n252,n255,21,Directed,1,740,1200
n252,n256,88,Directed,2,740,1200
n252,n257,32,Directed,1,740,1200
n252,n340,27,Directed,1,740,1200
n252,n341,22,Directed,1,740,1200
n252,n342,65,Directed,1,740,1200
n252,n345,161,Directed,2,740,1200
n252,n424,37,Directed,2,750,1200
n252,n425,50,Directed,2,750,1200
n252,n426,22,Directed,1,750,1200
n252,n427,59,Directed,1,750,1200
n252,n444,63,Directed,2,750,1200
n252,n622,37,Directed,2,750,1200
n252,n623,67,Directed,2,750,1200
n252,n636,98,Directed,2,750,1200
n252,n728,92,Directed,2,750,1200
n252,n729,62,Directed,2,750,1200
n252,n806,22,Directed,1,750,1200
n252,n859,27,Directed,2,750,1200
n252,n867,43,Directed,2,750,1200
n252,n892,34,Directed,2,750,1200
n252,n899,87,Directed,2,750,1200
n252,n900,23,Directed,1,750,1200
n252,n904,179,Directed,2,750,1200
n252,n905,51,Directed,1,750,1200
n252,n955,18,Directed,1,750,1200
n253,n1471,42,Directed,2,750,1200
n253,n254,63,Directed,2,750,1200
n253,n256,38,Directed,2,750,1200
n253,n342,22,Directed,1,750,1200
n253,n345,75,Directed,2,750,1200
n253,n424,36,Directed,2,750,1200
n253,n425,32,Directed,2,750,1200
n253,n444,34,Directed,2,750,1200
n253,n622,28,Directed,2,750,1200
n253,n623,53,Directed,2,750,1200
n253,n636,67,Directed,2,750,1200
n253,n728,42,Directed,2,750,1200
n253,n729,30,Directed,2,750,1200
n253,n859,18,Directed,2,750,1200
n253,n867,31,Directed,2,750,1200
n253,n899,28,Directed,2,750,1200
n253,n904,80,Directed,2,750,1200
n254,n1038,40,Directed,2,760,1200
n254,n1140,18,Directed,2,760,1200
n254,n1183,21,Directed,2,760,1200
n254,n1303,29,Directed,2,760,1200
n254,n1471,132,Directed,2,760,1200
n254,n256,80,Directed,2,750,1200
n254,n342,41,Directed,1,750,1200
n254,n345,191,Directed,2,750,1200
n254,n424,68,Directed,2,750,1200
n254,n425,60,Directed,2,750,1200
n254,n427,25,Directed,1,750,1200
n254,n444,60,Directed,2,750,1200
n254,n622,41,Directed,2,750,1200
n254,n623,56,Directed,2,750,1200
n254,n636,157,Directed,2,750,1200
n254,n728,98,Directed,2,750,1200
n254,n729,62,Directed,2,750,1200
n254,n859,30,Directed,2,750,1200
n254,n867,54,Directed,2,750,1200
n254,n892,38,Directed,2,750,1200
n254,n899,89,Directed,2,750,1200
n254,n904,158,Directed,2,750,1200
n254,n905,27,Directed,1,760,1200
n255,n345,20,Directed,1,760,1200
n255,n636,20,Directed,1,760,1200
n256,n1120,20,Directed,2,760,1200
n256,n342,23,Directed,1,760,1200
n256,n345,83,Directed,2,760,1200
n256,n424,34,Directed,2,760,1200
n256,n425,33,Directed,2,760,1200
n256,n444,38,Directed,2,760,1200
n256,n622,29,Directed,2,760,1200
n256,n623,32,Directed,2,760,1200
n256,n636,62,Directed,2,760,1200
n256,n728,52,Directed,2,760,1200
n256,n729,24,Directed,2,760,1200
n256,n859,24,Directed,2,760,1200
n256,n867,27,Directed,2,760,1200
n256,n892,27,Directed,2,760,1200
n256,n899,54,Directed,2,760,1200
n256,n904,63,Directed,2,760,1200
n257,n1471,18,Directed,1,760,1200
n257,n905,19,Directed,0,760,1200
n258,n382,38,Directed,0,760,1200
n258,n428,46,Directed,0,760,1200
n258,n429,29,Directed,0,760,1200
n259,n1045,21,Directed,0,760,1200
n259,n1086,18,Directed,1,760,1200
n259,n1433,89,Directed,1,760,1200
n259,n261,19,Directed,0,760,1200
n259,n338,72,Directed,0,760,1200
n259,n359,1,Directed,0,760,1200
n259,n361,29,Directed,0,760,1200
n259,n363,32,Directed,0,760,1200
n259,n379,30,Directed,0,760,1200
n259,n383,20,Directed,0,760,1200
n259,n385,36,Directed,0,760,1200
n259,n427,1,Directed,0,760,1200
n259,n493,26,Directed,0,760,1200
n259,n549,19,Directed,1,760,1200
n259,n583,40,Directed,1,760,1200
n26,n101,193,Directed,2,120,1200
n26,n102,501,Directed,1,120,1200
n26,n1177,47,Directed,1,120,1200
n26,n119,228,Directed,1,120,1200
n26,n1197,68,Directed,1,120,1200
n26,n120,276,Directed,1,120,1200
n26,n121,789,Directed,1,120,1200
n26,n122,382,Directed,1,120,1200
n26,n123,579,Directed,1,120,1200
n26,n135,165,Directed,2,120,1200
n26,n136,483,Directed,2,120,1200
n26,n1367,31,Directed,1,120,1200
n26,n137,628,Directed,2,120,1200
n26,n138,378,Directed,1,120,1200
n26,n1436,40,Directed,2,120,1200
n26,n167,108,Directed,1,120,1200
n26,n183,179,Directed,2,120,1200
n26,n198,120,Directed,1,120,1200
n26,n233,663,Directed,2,120,1200
n26,n27,136,Directed,1,120,1200
n26,n28,82,Directed,1,120,1200
n26,n29,311,Directed,1,120,1200
n26,n30,812,Directed,2,120,1200
n26,n302,1136,Directed,2,120,1200
n26,n303,220,Directed,1,120,1200
n26,n31,2044,Directed,2,120,1200
n26,n319,81,Directed,1,120,1200
n26,n320,145,Directed,1,120,1200
n26,n325,433,Directed,1,120,1200
n26,n326,629,Directed,2,120,1200
n26,n327,938,Directed,1,120,1200
n26,n395,211,Directed,2,120,1200
n26,n413,105,Directed,1,120,1200
n26,n414,45,Directed,1,120,1200
n26,n415,177,Directed,1,120,1200
n26,n417,129,Directed,1,120,1200
n26,n418,251,Directed,1,120,1200
n26,n419,80,Directed,1,120,1200
n26,n438,339,Directed,1,120,1200
n26,n439,65,Directed,2,120,1200
n26,n440,325,Directed,2,120,1200
n26,n495,285,Directed,2,120,1200
n26,n496,83,Directed,1,120,1200
n26,n519,49,Directed,1,120,1200
n26,n556,877,Directed,1,120,1200
n26,n558,37,Directed,1,120,1200
n26,n567,912,Directed,2,120,1200
n26,n603,204,Directed,1,120,1200
n26,n627,28,Directed,1,120,1200
n26,n635,197,Directed,2,120,1200
n26,n637,94,Directed,2,120,1200
n26,n666,107,Directed,1,120,1200
n26,n697,196,Directed,1,120,1200
n26,n698,113,Directed,1,120,1200
n26,n72,694,Directed,2,120,1200
n26,n73,250,Directed,2,120,1200
n26,n745,72,Directed,1,120,1200
n26,n807,105,Directed,1,120,1200
n26,n838,40,Directed,1,120,1200
n26,n875,185,Directed,1,120,1200
n26,n876,70,Directed,1,120,1200
n260,n338,30,Directed,0,760,1200
n261,n1433,26,Directed,1,760,1200
n261,n338,30,Directed,0,760,1200
n261,n369,1,Directed,0,760,1200
n261,n583,18,Directed,1,760,1200
n262,n1182,36,Directed,1,770,1200
n262,n311,244,Directed,2,760,1200
n262,n312,121,Directed,2,760,1200
n262,n313,97,Directed,2,760,1200
n262,n314,26,Directed,2,760,1200
n262,n422,63,Directed,2,760,1200
n262,n423,85,Directed,2,760,1200
n262,n437,39,Directed,1,760,1200
n262,n452,49,Directed,1,760,1200
n262,n488,62,Directed,2,760,1200
n262,n489,144,Directed,2,760,1200
n262,n575,20,Directed,1,760,1200
n262,n594,34,Directed,1,760,1200
n262,n628,39,Directed,1,770,1200
n262,n644,101,Directed,2,770,1200
n262,n680,26,Directed,1,770,1200
n262,n740,28,Directed,1,770,1200
n262,n783,36,Directed,2,770,1200
n262,n804,23,Directed,2,770,1200
n262,n815,35,Directed,1,770,1200
n262,n824,33,Directed,1,770,1200
n262,n925,78,Directed,2,770,1200
n262,n989,24,Directed,2,770,1200
n263,n472,27,Directed,2,770,1200
n263,n473,67,Directed,2,770,1200
n263,n474,18,Directed,1,770,1200
n263,n561,18,Directed,2,770,1200
n263,n621,18,Directed,2,770,1200
n264,n265,35,Directed,0,770,1200
n264,n267,21,Directed,1,770,1200
n264,n269,19,Directed,0,770,1200
n264,n473,24,Directed,1,770,1200
n265,n1080,55,Directed,0,770,900
n265,n1435,59,Directed,1,770,900
n265,n200,1,Directed,0,770,1200
n265,n267,61,Directed,1,770,1200
n265,n268,36,Directed,1,770,1200
n265,n269,53,Directed,0,770,1200
n265,n309,54,Directed,0,770,1200
n265,n357,49,Directed,0,770,1200
n265,n358,20,Directed,1,770,1200
n265,n359,39,Directed,1,770,1200
n265,n446,51,Directed,1,770,1200
n265,n447,29,Directed,1,770,1200
n265,n471,69,Directed,0,770,1200
n265,n472,43,Directed,1,770,1200
n265,n473,171,Directed,1,770,1200
n265,n474,70,Directed,0,770,1200
n265,n550,48,Directed,1,770,1200
n265,n552,20,Directed,0,770,1200
n265,n553,21,Directed,0,770,1200
n265,n554,45,Directed,1,770,1200
n265,n555,24,Directed,0,770,900
n265,n561,77,Directed,1,770,900
n265,n580,69,Directed,0,770,900
n265,n598,98,Directed,0,770,900
n265,n621,54,Directed,1,770,900
n265,n638,18,Directed,0,770,900
n265,n713,33,Directed,0,770,900
n265,n718,21,Directed,0,770,900
n265,n748,18,Directed,0,770,900
n265,n749,25,Directed,0,770,900
n265,n755,84,Directed,0,770,900
n265,n800,83,Directed,0,770,900
n265,n818,96,Directed,0,770,900
n267,n1435,143,Directed,2,780,900
n267,n268,29,Directed,2,770,900
n267,n269,33,Directed,1,770,900
n267,n309,19,Directed,1,770,900
n267,n357,22,Directed,1,770,900
n267,n358,31,Directed,2,770,900
n267,n359,41,Directed,2,770,900
n267,n446,48,Directed,2,770,900
n267,n447,18,Directed,2,770,900
n267,n472,30,Directed,2,780,900
n267,n473,155,Directed,2,780,900
n267,n474,27,Directed,1,780,900
n267,n550,52,Directed,2,780,900
n267,n554,38,Directed,2,780,900
n267,n561,65,Directed,2,780,900
n267,n598,22,Directed,1,780,900
n267,n621,101,Directed,2,780,900
n267,n755,23,Directed,1,780,900
n267,n762,29,Directed,2,780,900
n267,n800,46,Directed,1,780,900
n267,n818,18,Directed,1,780,900
n268,n1080,20,Directed,1,780,900
n268,n359,20,Directed,2,780,900
n268,n446,43,Directed,2,780,900
n268,n447,24,Directed,2,780,900
n268,n472,22,Directed,2,780,900
n268,n473,46,Directed,2,780,900
n268,n550,27,Directed,2,780,900
n268,n561,36,Directed,2,780,900
n268,n621,43,Directed,2,780,900
n269,n1435,78,Directed,1,780,900
n269,n309,19,Directed,0,780,900
n269,n473,41,Directed,1,780,900
n269,n474,22,Directed,0,780,900
n269,n561,26,Directed,1,780,900
n269,n621,22,Directed,1,780,900
n269,n800,23,Directed,0,780,900
n269,n818,18,Directed,0,780,900
n27,n102,20,Directed,0,130,1200
n27,n121,18,Directed,0,130,1200
n27,n123,18,Directed,0,130,1200
n27,n1436,33,Directed,1,130,1200
