Source,Target,Weight,Type,FrontPage,StartTime,EndTime
n174,n384,18,Directed,0,600,825
n174,n385,32,Directed,0,600,825
n174,n493,41,Directed,0,600,825
n174,n583,47,Directed,1,600,825
n175,n1458,37,Directed,1,600,825
n175,n177,20,Directed,0,600,825
n176,n1132,34,Directed,0,600,825
n176,n177,34,Directed,0,600,825
n176,n192,19,Directed,0,600,825
n176,n193,18,Directed,1,600,825
n176,n288,20,Directed,0,600,825
n176,n405,27,Directed,0,600,825
n176,n530,39,Directed,1,600,825
n176,n609,30,Directed,0,600,825
n176,n610,18,Directed,0,600,825
n177,n1458,179,Directed,1,600,825
n177,n189,56,Directed,1,600,825
n177,n192,47,Directed,0,600,825
n177,n193,39,Directed,1,600,825
n177,n288,20,Directed,0,600,825
n177,n405,25,Directed,0,600,825
n177,n516,21,Directed,0,600,825
n177,n530,68,Directed,1,600,825
n177,n609,37,Directed,0,600,825
n177,n610,25,Directed,0,600,825
n177,n611,42,Directed,0,600,825
n177,n617,19,Directed,0,600,825
n177,n618,23,Directed,0,600,825
n177,n696,23,Directed,0,600,825
n177,n700,20,Directed,0,600,825
n177,n721,23,Directed,1,600,825
n178,n1086,18,Directed,1,600,850
n178,n1433,136,Directed,1,600,850
n178,n184,56,Directed,0,600,825
n178,n249,41,Directed,0,600,825
n178,n250,45,Directed,0,600,825
n178,n259,54,Directed,0,600,825
n178,n261,21,Directed,0,600,825
n178,n338,116,Directed,0,600,825
n178,n361,48,Directed,0,600,825
n178,n363,29,Directed,0,600,825
n178,n378,48,Directed,1,600,825
n178,n379,25,Directed,0,600,825
n178,n385,36,Directed,0,600,825
n178,n493,42,Directed,0,600,850
n178,n583,58,Directed,1,600,850
n178,n936,20,Directed,1,600,850
n179,n181,115,Directed,1,600,850
n179,n182,19,Directed,2,600,850
n179,n199,57,Directed,1,600,850
n179,n202,38,Directed,1,600,850
n179,n204,50,Directed,1,610,850
n179,n205,53,Directed,2,610,850
n179,n324,23,Directed,1,610,850
n179,n371,47,Directed,1,610,850
n179,n476,53,Directed,1,610,850
n179,n499,21,Directed,1,610,850
n18,n1016,38,Directed,1,90,625
n18,n1055,62,Directed,1,90,625
n18,n1176,39,Directed,1,90,625
n18,n1224,27,Directed,2,90,625
n18,n1399,19,Directed,1,90,625
n18,n1448,82,Directed,2,90,625
n18,n185,509,Directed,2,90,625
n18,n19,456,Directed,1,90,625
n18,n190,158,Directed,1,90,625
n18,n194,619,Directed,1,90,625
n18,n195,528,Directed,1,90,625
n18,n196,1092,Directed,1,90,625
n18,n20,781,Directed,1,90,625
n18,n206,154,Directed,1,90,625
n18,n295,551,Directed,1,90,625
n18,n296,421,Directed,2,90,625
n18,n297,152,Directed,1,90,625
n18,n298,658,Directed,1,90,625
n18,n308,367,Directed,1,90,625
n18,n318,117,Directed,1,90,625
n18,n32,105,Directed,1,90,625
n18,n328,50,Directed,1,90,625
n18,n33,858,Directed,1,90,625
n18,n335,191,Directed,1,90,625
n18,n336,60,Directed,1,90,625
n18,n337,284,Directed,1,90,625
n18,n507,26,Directed,1,90,625
n18,n508,125,Directed,2,90,625
n18,n518,184,Directed,1,90,625
n18,n523,154,Directed,1,90,625
n18,n527,127,Directed,1,90,625
n18,n529,112,Directed,1,90,625
n18,n547,193,Directed,1,90,625
n18,n63,1238,Directed,1,90,625
n18,n64,217,Directed,1,90,625
n18,n65,1925,Directed,1,90,625
n18,n659,32,Directed,1,90,625
n18,n66,599,Directed,1,90,625
n18,n67,490,Directed,1,90,625
n18,n808,87,Directed,1,90,625
n18,n835,53,Directed,2,90,625
n180,n181,18,Directed,0,610,850
n181,n182,80,Directed,1,610,850
n181,n199,309,Directed,0,610,850
n181,n200,70,Directed,0,610,850
n181,n201,31,Directed,0,610,850
n181,n202,160,Directed,0,610,850
n181,n203,76,Directed,0,610,850
n181,n204,198,Directed,0,610,850
n181,n205,156,Directed,1,610,850
n181,n215,1,Directed,0,610,850
n181,n324,47,Directed,0,610,850
n181,n370,80,Directed,0,610,850
n181,n371,191,Directed,0,610,850
n181,n374,33,Directed,0,610,850
n181,n375,72,Directed,0,610,850
n181,n476,274,Directed,0,610,850
n181,n494,33,Directed,0,610,850
n181,n499,136,Directed,0,610,850
n181,n568,50,Directed,0,610,850
n181,n578,34,Directed,0,610,850
n181,n653,63,Directed,0,610,850
n181,n690,41,Directed,0,610,850
n181,n691,35,Directed,0,610,850
n181,n693,46,Directed,0,610,850
n181,n699,38,Directed,0,610,850
n181,n722,56,Directed,0,610,850
n181,n765,28,Directed,0,610,850
n181,n840,20,Directed,0,610,850
n182,n199,45,Directed,1,610,850
n182,n202,25,Directed,1,610,850
n182,n205,24,Directed,2,610,850
n182,n371,25,Directed,1,610,850
n182,n476,35,Directed,1,610,850
n182,n499,25,Directed,1,610,850
n183,n233,27,Directed,2,610,850
n183,n302,26,Directed,2,610,850
n183,n326,18,Directed,2,610,850
n183,n327,21,Directed,1,610,850
n183,n567,19,Directed,2,610,850
n184,n1025,18,Directed,0,610,1200
n184,n1086,22,Directed,1,610,1200
n184,n1433,165,Directed,1,610,1200
n184,n249,40,Directed,0,610,850
n184,n250,31,Directed,0,610,1200
n184,n259,41,Directed,0,610,1200
n184,n338,63,Directed,0,610,1200
n184,n361,22,Directed,0,610,1200
n184,n363,21,Directed,0,610,1200
n184,n378,18,Directed,1,610,1200
n184,n379,18,Directed,0,610,1200
n184,n493,37,Directed,0,610,1200
n184,n583,40,Directed,1,610,1200
n184,n902,20,Directed,0,610,1200
n184,n936,20,Directed,1,610,1200
n185,n1448,20,Directed,2,620,1200
n185,n194,66,Directed,1,610,1200
n185,n195,47,Directed,1,620,1200
n185,n196,112,Directed,1,620,1200
n185,n295,47,Directed,1,620,1200
n185,n296,47,Directed,2,620,1200
n185,n297,27,Directed,1,620,1200
n185,n298,73,Directed,1,620,1200
n185,n308,38,Directed,1,620,1200
n185,n335,22,Directed,1,620,1200
n185,n337,28,Directed,1,620,1200
n185,n518,19,Directed,1,620,1200
n185,n523,19,Directed,1,620,1200
n186,n188,82,Directed,2,620,1200
n186,n228,1,Directed,0,620,1200
n186,n262,88,Directed,2,620,1200
n186,n311,106,Directed,2,620,1200
n186,n312,53,Directed,2,620,1200
n186,n313,39,Directed,2,620,1200
n186,n423,44,Directed,2,620,1200
n186,n488,24,Directed,2,620,1200
n186,n489,55,Directed,2,620,1200
n186,n644,55,Directed,2,620,1200
n186,n925,61,Directed,2,620,1200
n186,n989,25,Directed,2,620,1200
n187,n1454,20,Directed,1,620,1200
n187,n311,22,Directed,1,620,1200
n188,n1138,21,Directed,2,620,1200
n188,n1454,27,Directed,2,620,1200
n188,n262,227,Directed,2,620,1200
n188,n311,283,Directed,2,620,1200
n188,n312,145,Directed,2,620,1200
n188,n313,105,Directed,2,620,1200
n188,n314,33,Directed,2,620,1200
n188,n422,51,Directed,2,620,1200
n188,n423,93,Directed,2,620,1200
n188,n437,34,Directed,1,620,1200
n188,n452,36,Directed,1,620,1200
n188,n488,65,Directed,2,620,1200
n188,n489,135,Directed,2,620,1200
n188,n575,22,Directed,1,620,1200
n188,n594,23,Directed,1,620,1200
n188,n644,157,Directed,2,620,1200
n188,n740,21,Directed,1,620,1200
n188,n783,39,Directed,2,620,1200
n188,n804,28,Directed,2,620,1200
n188,n815,19,Directed,1,620,1200
n188,n824,27,Directed,1,620,1200
n188,n925,102,Directed,2,620,1200
n188,n989,39,Directed,2,620,1200
n189,n1458,92,Directed,2,630,1200
n189,n192,59,Directed,1,620,1200
n189,n193,51,Directed,2,620,1200
n189,n288,23,Directed,1,620,1200
n189,n405,41,Directed,1,620,1200
n189,n530,95,Directed,2,620,1200
n189,n562,45,Directed,2,620,1200
n189,n587,33,Directed,1,620,1200
n189,n609,20,Directed,1,620,1200
n189,n610,44,Directed,1,620,1200
n189,n611,27,Directed,1,620,1200
n189,n617,25,Directed,1,620,1200
n189,n618,24,Directed,1,620,1200
n189,n696,33,Directed,1,630,1200
n189,n700,25,Directed,1,630,1200
n189,n721,33,Directed,2,630,1200
n189,n861,55,Directed,1,630,1200
n19,n1448,53,Directed,1,100,625
n19,n185,47,Directed,1,100,625
n19,n190,21,Directed,0,100,625
n19,n194,59,Directed,0,100,625
n19,n195,66,Directed,0,100,625
n19,n196,30,Directed,0,100,625
n19,n20,85,Directed,0,90,625
n19,n295,62,Directed,0,100,625
n19,n296,39,Directed,1,100,625
n19,n298,57,Directed,0,100,625
n19,n308,31,Directed,0,100,625
n19,n33,82,Directed,0,90,625
n19,n337,39,Directed,0,100,625
n19,n523,20,Directed,0,100,625
n19,n63,153,Directed,0,90,625
n19,n64,18,Directed,0,100,625
n19,n65,166,Directed,0,100,625
n19,n66,63,Directed,0,100,625
n19,n67,55,Directed,0,100,625
n190,n194,20,Directed,0,630,1200
n190,n195,32,Directed,0,630,1200
n190,n196,40,Directed,0,630,1200
n190,n298,27,Directed,0,630,1200
n190,n337,21,Directed,0,630,1200
n190,n529,21,Directed,0,630,1200
n190,n547,18,Directed,0,630,1200
n192,n1458,116,Directed,1,630,1200
n192,n193,28,Directed,1,630,1200
n192,n288,29,Directed,0,630,1200
n192,n405,26,Directed,0,630,1200
n192,n516,20,Directed,0,630,1200
n192,n530,51,Directed,1,630,1200
n192,n562,20,Directed,1,630,1200
n192,n587,19,Directed,0,630,1200
n192,n609,42,Directed,0,630,1200
n192,n610,56,Directed,0,630,1200
n192,n611,27,Directed,0,630,1200
n192,n612,18,Directed,1,630,1200
n192,n617,18,Directed,0,630,1200
n192,n618,32,Directed,0,630,1200
n192,n696,18,Directed,0,630,1200
n192,n700,26,Directed,0,630,1200
n193,n530,48,Directed,2,630,1200
n193,n609,21,Directed,1,630,1200
n193,n610,28,Directed,1,630,1200
n193,n611,27,Directed,1,630,1200
n194,n1448,62,Directed,1,630,1200
n194,n195,103,Directed,0,630,1200
n194,n196,109,Directed,0,630,1200
n194,n206,26,Directed,0,630,1200
n194,n295,118,Directed,0,630,1200
n194,n296,46,Directed,1,630,1200
n194,n297,34,Directed,0,630,1200
n194,n298,107,Directed,0,630,1200
n194,n308,65,Directed,0,630,1200
n194,n318,28,Directed,0,630,1200
n194,n328,22,Directed,0,630,1200
n194,n336,24,Directed,0,630,1200
n194,n337,69,Directed,0,630,1200
n194,n518,33,Directed,0,630,1200
n194,n523,38,Directed,0,630,1200
n194,n527,30,Directed,0,630,1200
n194,n529,21,Directed,0,630,1200
n194,n547,43,Directed,0,630,1200
n195,n1418,18,Directed,0,640,1200
n195,n1448,116,Directed,1,640,1200
n195,n196,73,Directed,0,630,1200
n195,n295,82,Directed,0,630,1200
n195,n296,42,Directed,1,630,1200
n195,n298,66,Directed,0,630,1200
n195,n308,41,Directed,0,630,1200
n195,n337,43,Directed,0,630,1200
n195,n518,19,Directed,0,630,1200
n195,n523,24,Directed,0,630,1200
n195,n527,21,Directed,0,630,1200
n195,n529,29,Directed,0,630,1200
n195,n547,33,Directed,0,630,1200
n196,n1055,19,Directed,0,640,1200
n196,n1448,105,Directed,1,640,1200
n196,n206,45,Directed,0,640,1200
n196,n295,42,Directed,0,640,1200
n196,n296,91,Directed,1,640,1200
n196,n297,24,Directed,0,640,1200
n196,n298,109,Directed,0,640,1200
n196,n308,76,Directed,0,640,1200
n196,n335,49,Directed,0,640,1200
n196,n336,19,Directed,0,640,1200
n196,n337,37,Directed,0,640,1200
n196,n508,20,Directed,1,640,1200
n196,n518,36,Directed,0,640,1200
n196,n523,31,Directed,0,640,1200
n196,n547,20,Directed,0,640,1200
n196,n808,24,Directed,0,640,1200
n197,n1026,23,Directed,1,640,1200
n197,n1435,196,Directed,2,640,1200
n197,n213,230,Directed,2,640,1200
n197,n214,495,Directed,2,640,1200
n197,n215,299,Directed,2,640,1200
n197,n222,59,Directed,2,640,1200
n197,n223,57,Directed,2,640,1200
n197,n243,25,Directed,1,640,1200
n197,n244,27,Directed,1,640,1200
n197,n245,48,Directed,2,640,1200
n197,n248,24,Directed,1,640,1200
n197,n263,18,Directed,2,640,1200
n197,n265,103,Directed,1,640,1200
n197,n267,89,Directed,2,640,1200
n197,n268,19,Directed,2,640,1200
n197,n269,39,Directed,1,640,1200
n197,n309,65,Directed,1,640,1200
n197,n357,40,Directed,1,640,1200
n197,n359,34,Directed,2,640,1200
n197,n446,70,Directed,2,640,1200
n197,n471,44,Directed,1,640,1200
n197,n472,29,Directed,2,640,1200
n197,n473,220,Directed,2,640,1200
n197,n474,52,Directed,1,640,1200
n197,n550,33,Directed,2,640,1200
n197,n554,49,Directed,2,640,1200
n197,n555,21,Directed,1,640,1200
n197,n561,106,Directed,2,640,1200
n197,n580,23,Directed,1,640,1200
n197,n598,32,Directed,1,640,1200
n197,n621,74,Directed,2,640,1200
n197,n638,18,Directed,1,640,1200
n197,n749,26,Directed,1,640,1200
n197,n755,29,Directed,1,640,1200
n197,n762,19,Directed,2,640,1200
n197,n800,30,Directed,1,640,1200
n197,n818,98,Directed,1,640,1200
n198,n1436,23,Directed,1,640,1200
n198,n302,27,Directed,1,640,1200
n198,n327,23,Directed,0,640,1200
n199,n200,87,Directed,0,640,1200
n199,n201,29,Directed,0,640,1200
n199,n202,182,Directed,0,640,1200
n199,n203,88,Directed,0,650,1200
n199,n204,188,Directed,0,650,1200
n199,n205,95,Directed,1,650,1200
n199,n324,74,Directed,0,650,1200
n199,n370,79,Directed,0,650,1200
n199,n371,155,Directed,0,650,1200
n199,n374,31,Directed,0,650,1200
n199,n375,76,Directed,0,650,1200
n199,n476,142,Directed,0,650,1200
n199,n480,28,Directed,0,650,1200
n199,n494,18,Directed,0,650,1200
n199,n499,115,Directed,0,650,1200
n199,n578,68,Directed,0,650,1200
n199,n653,57,Directed,0,650,1200
n199,n690,47,Directed,0,650,1200
n199,n693,43,Directed,0,650,1200
n199,n694,28,Directed,0,650,1200
n199,n699,21,Directed,0,650,1200
n199,n722,33,Directed,0,650,1200
n199,n765,104,Directed,0,650,1200
n2,n179,70,Directed,2,10,600
n2,n181,283,Directed,1,10,600
n2,n182,45,Directed,2,10,600
n2,n199,136,Directed,1,10,600
n2,n200,19,Directed,1,10,600
n2,n202,71,Directed,1,10,600
n2,n203,40,Directed,1,10,600
n2,n204,105,Directed,1,10,600
n2,n205,91,Directed,2,10,600
n2,n3,258,Directed,2,10,1200
n2,n324,32,Directed,1,10,600
n2,n370,24,Directed,1,10,600
n2,n371,88,Directed,1,10,600
n2,n476,136,Directed,1,10,600
n2,n499,50,Directed,1,10,600
n2,n54,492,Directed,2,10,600
n2,n56,60,Directed,1,10,600
n2,n568,21,Directed,1,10,600
n2,n57,101,Directed,2,10,600
n2,n58,114,Directed,2,10,600
n2,n59,116,Directed,1,10,600
n2,n60,149,Directed,1,10,600
n2,n61,57,Directed,1,10,600
n2,n62,181,Directed,1,10,600
n2,n693,32,Directed,1,10,600
n2,n765,19,Directed,1,10,600
n2,n96,205,Directed,2,10,600
n20,n1448,86,Directed,1,100,1200
n20,n185,63,Directed,1,100,625
n20,n190,21,Directed,0,100,625
n20,n194,125,Directed,0,100,625
n20,n195,103,Directed,0,100,625
n20,n196,87,Directed,0,100,625
n20,n206,25,Directed,0,100,1200
n20,n295,101,Directed,0,100,1200
n20,n296,48,Directed,1,100,1200
n20,n297,37,Directed,0,100,1200
n20,n298,104,Directed,0,100,1200
n20,n308,37,Directed,0,100,1200
n20,n33,117,Directed,0,100,625
n20,n337,51,Directed,0,100,1200
n20,n518,34,Directed,0,100,1200
n20,n523,25,Directed,0,100,1200
n20,n529,31,Directed,0,100,1200
n20,n547,38,Directed,0,100,1200
n20,n63,227,Directed,0,100,625
n20,n64,37,Directed,0,100,625
n20,n65,295,Directed,0,100,625
n20,n66,97,Directed,0,100,625
n20,n67,80,Directed,0,100,625
n200,n202,26,Directed,0,650,1200
n200,n204,26,Directed,0,650,1200
n200,n205,19,Directed,1,650,1200
n200,n370,19,Directed,0,650,1200
n200,n371,39,Directed,0,650,1200
n200,n374,21,Directed,0,650,1200
n200,n375,34,Directed,0,650,1200
n200,n476,26,Directed,0,650,1200
n200,n499,23,Directed,0,650,1200
n201,n103,1,Directed,0,650,1200
n202,n133,1,Directed,0,650,1200
n202,n203,20,Directed,0,650,1200
n202,n204,89,Directed,0,650,1200
n202,n205,59,Directed,1,650,1200
n202,n324,22,Directed,0,650,1200
n202,n370,30,Directed,0,650,1200
n202,n371,57,Directed,0,650,1200
n202,n375,21,Directed,0,650,1200
n202,n476,72,Directed,0,650,1200
n202,n499,27,Directed,0,650,1200
n202,n653,27,Directed,0,650,1200
n202,n690,20,Directed,0,650,1200
n202,n693,18,Directed,0,650,1200
n203,n204,25,Directed,0,650,1200
n203,n205,23,Directed,1,650,1200
n203,n371,38,Directed,0,650,1200
n203,n476,34,Directed,0,650,1200
n203,n499,28,Directed,0,650,1200
n203,n578,18,Directed,0,650,1200
n204,n205,59,Directed,1,650,1200
n204,n324,26,Directed,0,650,1200
n204,n370,22,Directed,0,650,1200
n204,n371,75,Directed,0,650,1200
n204,n375,29,Directed,0,650,1200
n204,n476,89,Directed,0,650,1200
n204,n499,38,Directed,0,650,1200
n204,n653,37,Directed,0,650,1200
n204,n690,54,Directed,0,650,1200
n204,n693,46,Directed,0,650,1200
n205,n370,19,Directed,1,650,1200
n205,n371,70,Directed,1,650,1200
n205,n375,20,Directed,1,660,1200
n205,n476,75,Directed,1,660,1200
n205,n499,43,Directed,1,660,1200
n205,n653,23,Directed,1,660,1200
n205,n693,28,Directed,1,660,1200
n206,n1448,171,Directed,1,660,1200
n206,n296,20,Directed,1,660,1200
n206,n298,23,Directed,0,660,1200
n206,n645,27,Directed,1,660,1200
n207,n272,32,Directed,2,660,1200
n207,n274,20,Directed,2,660,1200
n207,n400,36,Directed,2,660,1200
n207,n581,18,Directed,2,660,1200
n208,n1456,48,Directed,2,660,1200
n208,n1480,19,Directed,2,660,1200
n208,n272,65,Directed,2,660,1200
n208,n274,42,Directed,2,660,1200
n208,n275,18,Directed,1,660,1200
n208,n285,23,Directed,2,660,1200
n208,n400,49,Directed,2,660,1200
n208,n401,20,Directed,1,660,1200
n208,n581,23,Directed,2,660,1200
n208,n590,18,Directed,2,660,1200
n208,n630,35,Directed,2,660,1200
n209,n211,37,Directed,1,660,1200
n209,n294,58,Directed,0,660,1200
n209,n408,22,Directed,0,660,1200
n210,n1447,35,Directed,1,660,1200
n210,n211,57,Directed,1,660,1200
n210,n291,18,Directed,0,660,1200
n210,n408,29,Directed,0,660,1200
n211,n1087,24,Directed,1,660,1200
n211,n1089,40,Directed,1,660,1200
n211,n1447,370,Directed,2,660,1200
n211,n212,74,Directed,1,660,1200
n211,n289,53,Directed,1,660,1200
n211,n291,307,Directed,1,660,1200
n211,n294,229,Directed,1,660,1200
n211,n310,40,Directed,1,660,1200
n211,n317,57,Directed,1,660,1200
n211,n372,556,Directed,1,660,1200
n211,n386,200,Directed,1,660,1200
n211,n387,53,Directed,1,660,1200
n211,n404,219,Directed,2,660,1200
n211,n407,248,Directed,2,660,1200
n211,n408,353,Directed,1,660,1200
n211,n436,77,Directed,1,660,1200
n211,n468,79,Directed,1,660,1200
n211,n501,76,Directed,1,660,1200
n211,n524,77,Directed,1,660,1200
n211,n557,57,Directed,1,660,1200
n211,n599,31,Directed,1,660,1200
n211,n602,74,Directed,2,660,1200
n211,n624,209,Directed,1,660,1200
n211,n629,21,Directed,1,660,1200
n211,n632,24,Directed,1,660,1200
n211,n681,84,Directed,1,660,1200
n211,n751,116,Directed,2,660,1200
n211,n825,24,Directed,1,660,1200
n211,n842,70,Directed,1,660,1200
n212,n291,20,Directed,0,660,1200
n212,n404,19,Directed,1,670,1200
n212,n407,18,Directed,1,670,1200
n212,n408,22,Directed,0,670,1200
n213,n1026,38,Directed,1,670,1200
n213,n1046,24,Directed,1,670,1200
n213,n1062,32,Directed,1,670,1200
n213,n1080,25,Directed,1,670,1200
n213,n1130,26,Directed,1,670,1200
n213,n1435,282,Directed,2,670,1200
n213,n214,1675,Directed,2,670,1200
n213,n215,400,Directed,2,670,1200
n213,n222,183,Directed,2,670,1200
n213,n223,116,Directed,2,670,1200
n213,n243,26,Directed,1,670,1200
n213,n244,43,Directed,1,670,1200
n213,n245,185,Directed,2,670,1200
n213,n247,23,Directed,1,670,1200
n213,n248,33,Directed,1,670,1200
n213,n263,26,Directed,2,670,1200
n213,n264,19,Directed,1,670,1200
n213,n265,148,Directed,1,670,1200
n213,n267,171,Directed,2,670,1200
n213,n268,88,Directed,2,670,1200
n213,n269,40,Directed,1,670,1200
n213,n309,59,Directed,1,670,1200
n213,n357,58,Directed,1,670,1200
n213,n358,30,Directed,2,670,1200
n213,n359,119,Directed,2,670,1200
n213,n446,153,Directed,2,670,1200
n213,n447,55,Directed,2,670,1200
n213,n471,78,Directed,1,670,1200
n213,n472,77,Directed,2,670,1200
n213,n473,430,Directed,2,670,1200
n213,n474,57,Directed,1,670,1200
n213,n550,115,Directed,2,670,1200
n213,n552,22,Directed,1,670,1200
n213,n554,132,Directed,2,670,1200
n213,n555,20,Directed,1,670,1200
n213,n561,236,Directed,2,670,1200
n213,n598,49,Directed,1,670,1200
n213,n621,154,Directed,2,670,1200
n213,n723,22,Directed,2,670,1200
n213,n749,32,Directed,1,670,1200
n213,n755,43,Directed,1,670,1200
n213,n762,49,Directed,2,670,1200
n213,n800,57,Directed,1,670,1200
n213,n818,86,Directed,1,670,1200
n214,n1026,113,Directed,1,680,1200
n214,n1046,57,Directed,1,680,1200
n214,n1062,81,Directed,1,680,1200
n214,n1080,70,Directed,1,680,1200
n214,n1130,97,Directed,1,680,1200
n214,n1295,25,Directed,2,680,1200
n214,n1296,42,Directed,2,680,1200
n214,n1352,29,Directed,1,680,1200
n214,n1435,117,Directed,2,680,1200
n214,n215,1505,Directed,2,670,1200
n214,n222,614,Directed,2,670,1200
n214,n223,431,Directed,2,670,1200
n214,n243,100,Directed,1,670,1200
n214,n244,196,Directed,1,670,1200
n214,n245,664,Directed,2,670,1200
n214,n246,34,Directed,1,670,1200
n214,n247,72,Directed,1,670,1200
n214,n248,176,Directed,1,670,1200
n214,n263,122,Directed,2,670,1200
n214,n264,81,Directed,1,670,1200
n214,n265,498,Directed,1,670,1200
n214,n266,18,Directed,1,670,1200
n214,n267,573,Directed,2,670,1200
n214,n268,242,Directed,2,680,1200
n214,n269,158,Directed,1,680,1200
n214,n309,280,Directed,1,680,1200
n214,n357,186,Directed,1,680,1200
n214,n358,123,Directed,2,680,1200
n214,n359,393,Directed,2,680,1200
n214,n446,470,Directed,2,680,1200
n214,n447,235,Directed,2,680,1200
n214,n471,188,Directed,1,680,1200
n214,n472,256,Directed,2,680,1200
n214,n473,1502,Directed,2,680,1200
n214,n474,230,Directed,1,680,1200
n214,n550,439,Directed,2,680,1200
n214,n551,22,Directed,1,680,1200
n214,n552,64,Directed,1,680,1200
n214,n553,50,Directed,1,680,1200
n214,n554,438,Directed,2,680,1200
n214,n555,76,Directed,1,680,1200
n214,n561,809,Directed,2,680,1200
n214,n580,83,Directed,1,680,1200
n214,n598,176,Directed,1,680,1200
n214,n621,606,Directed,2,680,1200
n214,n638,68,Directed,1,680,1200
n214,n713,67,Directed,1,680,1200
n214,n718,42,Directed,1,680,1200
n214,n723,98,Directed,2,680,1200
n214,n748,37,Directed,1,680,1200
n214,n749,124,Directed,1,680,1200
n214,n750,46,Directed,1,680,1200
n214,n755,173,Directed,1,680,1200
n214,n762,133,Directed,2,680,1200
n214,n800,173,Directed,1,680,1200
n214,n801,38,Directed,1,680,1200
n214,n818,359,Directed,1,680,1200
n214,n868,59,Directed,1,680,1200
n214,n939,65,Directed,2,680,1200
n214,n952,24,Directed,1,680,1200
n214,n999,53,Directed,1,680,1200
n215,n1026,69,Directed,1,690,875
n215,n1046,31,Directed,1,690,875
n215,n1062,20,Directed,1,690,875
n215,n1080,21,Directed,1,690,875
n215,n1435,692,Directed,2,690,875
n215,n1462,32,Directed,1,690,875
n215,n222,137,Directed,2,680,1200
n215,n223,119,Directed,2,680,1200
n215,n243,54,Directed,1,680,1200
n215,n244,80,Directed,1,680,1200
n215,n245,168,Directed,2,680,1200
n215,n247,22,Directed,1,680,1200
n215,n248,73,Directed,1,680,1200
n215,n263,31,Directed,2,680,1200
n215,n264,25,Directed,1,680,1200
n215,n265,213,Directed,1,680,875
n215,n267,187,Directed,2,680,875
n215,n268,49,Directed,2,680,875
n215,n269,86,Directed,1,680,875
n215,n309,162,Directed,1,680,875
n215,n357,87,Directed,1,690,875
n215,n358,30,Directed,2,690,875
n215,n359,93,Directed,2,690,875
n215,n446,123,Directed,2,690,875
n215,n447,59,Directed,2,690,875
n215,n471,87,Directed,1,690,875
n215,n472,64,Directed,2,690,875
n215,n473,376,Directed,2,690,875
n215,n474,135,Directed,1,690,875
n215,n550,122,Directed,2,690,875
n215,n552,28,Directed,1,690,875
n215,n554,124,Directed,2,690,875
n215,n555,36,Directed,1,690,875
n215,n561,238,Directed,2,690,875
n215,n580,19,Directed,1,690,875
n215,n598,54,Directed,1,690,875
n215,n621,148,Directed,2,690,875
n215,n638,35,Directed,1,690,875
n215,n713,27,Directed,1,690,875
n215,n718,20,Directed,1,690,875
n215,n723,50,Directed,2,690,875
n215,n748,21,Directed,1,690,875
n215,n749,44,Directed,1,690,875
n215,n750,32,Directed,1,690,875
n215,n755,62,Directed,1,690,875
n215,n762,68,Directed,2,690,875
n215,n800,82,Directed,1,690,875
n215,n801,20,Directed,1,690,875
n215,n818,111,Directed,1,690,875
n215,n868,24,Directed,1,690,875
n215,n939,20,Directed,2,690,875
n215,n952,24,Directed,1,690,875
n215,n999,24,Directed,1,690,875
n22,n1087,45,Directed,1,110,1200
n22,n109,400,Directed,1,100,1200
n22,n110,1107,Directed,2,100,1200
n22,n111,249,Directed,1,100,1200
n22,n1118,32,Directed,1,110,1200
n22,n118,206,Directed,1,100,1200
n22,n1282,21,Directed,2,110,1200
n22,n1368,33,Directed,1,110,1200
n22,n142,743,Directed,2,100,1200
n22,n1434,31,Directed,1,110,1200
n22,n1447,56,Directed,2,110,1200
n22,n209,70,Directed,1,100,1200
n22,n210,70,Directed,1,100,1200
n22,n211,2257,Directed,2,100,1200
n22,n212,160,Directed,1,100,1200
n22,n23,338,Directed,1,100,1200
n22,n289,62,Directed,1,100,1200
n22,n291,529,Directed,1,100,1200
n22,n294,484,Directed,1,110,1200
n22,n303,1,Directed,0,110,1200
n22,n310,54,Directed,1,110,1200
n22,n317,70,Directed,1,110,1200
n22,n34,546,Directed,1,100,1200
n22,n35,1151,Directed,2,100,1200
n22,n372,830,Directed,1,110,1200
n22,n386,371,Directed,1,110,1200
n22,n387,98,Directed,1,110,1200
n22,n404,368,Directed,2,110,1200
n22,n407,436,Directed,2,110,1200
n22,n408,554,Directed,1,110,1200
n22,n436,173,Directed,1,110,1200
n22,n468,156,Directed,1,110,1200
n22,n501,164,Directed,1,110,1200
n22,n524,154,Directed,1,110,1200
n22,n557,102,Directed,1,110,1200
n22,n599,70,Directed,1,110,1200
n22,n602,88,Directed,2,110,1200
n22,n624,292,Directed,1,110,1200
n22,n629,36,Directed,1,110,1200
n22,n632,58,Directed,1,110,1200
n22,n681,112,Directed,1,110,1200
n22,n751,154,Directed,2,110,1200
n22,n825,24,Directed,1,110,1200
n22,n83,978,Directed,1,100,1200
n22,n84,484,Directed,1,100,1200
n22,n842,82,Directed,1,110,1200
n22,n85,869,Directed,1,100,1200
n22,n86,626,Directed,1,100,1200
n22,n87,260,Directed,2,100,1200
n22,n88,247,Directed,2,100,1200
n22,n93,1237,Directed,1,100,1200
n22,n94,2326,Directed,2,100,1200
n222,n1435,33,Directed,2,700,875
n222,n223,56,Directed,2,690,875
n222,n244,22,Directed,1,690,875
n222,n245,127,Directed,2,690,875
